134	1	1	0
135	1	1	0
136	1	1	0
137	1	1	0
138	1	1	0
139	1	1	0
140	1	1	0
141	1	1	0
142	1	1	0
143	1	1	0
144	1	1	0
145	1	1	0
146	1	1	0
147	1	1	0
148	1	1	0
149	1	1	0
150	1	1	0
151	1	1	0
152	1	1	0
153	1	1	0
154	1	1	0
155	1	1	0
156	1	1	0
157	1	1	0
158	1	1	0
159	1	1	0
160	1	1	0
161	1	1	0
162	1	1	0
163	1	1	0
164	1	1	0
165	1	1	0
166	1	1	0
167	1	1	0
168	1	1	0
169	1	1	0
170	1	1	0
171	1	1	0
172	1	1	0
173	1	1	0
174	1	1	0
175	1	1	0
176	1	1	0
177	1	1	0
178	1	1	0
179	1	1	0
180	1	1	0
181	1	1	0
182	1	1	0
183	1	1	0
184	1	1	0
185	1	1	0
186	1	1	0
187	1	1	0
188	1	1	0
189	1	1	0
190	1	1	0
191	1	1	0
192	1	1	0
193	1	1	0
194	1	1	0
195	1	1	0
196	1	1	0
197	1	1	0
198	1	1	0
199	1	1	0
200	1	1	0
201	1	1	0
202	1	1	0
203	1	1	0
204	1	1	0
205	1	1	0
206	1	1	0
207	1	1	0
208	1	1	0
209	1	1	0
210	1	1	0
211	1	1	0
212	1	1	0
213	1	1	0
214	1	1	0
215	1	1	0
216	1	1	0
217	1	1	0
218	1	1	0
219	1	1	0
220	1	1	0
221	1	1	0
222	1	1	0
223	1	1	0
224	1	1	0
225	1	1	0
226	1	1	0
227	1	1	0
228	1	1	0
229	1	1	0
230	1	1	0
reset targets 7
231	1	1	0
232	0	1	1
233	1	1	0
234	0	1	1
235	1	1	0
236	0	1	1
237	1	1	0
238	1	1	0
239	1	1	0
240	1	1	0
241	1	1	0
242	1	1	0
243	1	1	0
244	0	1	1
245	1	1	0
246	1	1	0
247	0	1	1
248	1	1	0
249	1	1	0
250	1	1	0
251	1	1	0
252	1	1	0
253	1	1	0
254	0	1	1
255	1	1	0
256	1	1	0
257	1	1	0
258	0	1	1
259	1	1	0
260	1	1	0
261	0	1	1
262	1	1	0
263	0	1	1
264	1	1	0
265	1	1	0
266	1	1	0
267	1	1	0
268	0	1	1
269	1	1	0
270	0	1	1
271	1	1	0
272	1	1	0
273	1	1	0
274	0	1	1
275	1	1	0
276	1	1	0
277	0	1	1
278	1	1	0
279	1	1	0
280	1	1	0
281	1	1	0
282	1	1	0
283	1	1	0
284	1	1	0
285	1	1	0
286	1	1	0
287	1	1	0
288	1	1	0
289	0	1	1
290	1	1	0
291	1	1	0
292	1	1	0
293	1	1	0
294	1	1	0
295	1	1	0
296	1	1	0
297	1	1	0
298	0	1	1
299	1	1	0
300	0	1	1
301	1	1	0
302	0	1	1
303	1	1	0
304	1	1	0
305	1	1	0
306	1	1	0
307	1	1	0
308	1	1	0
309	1	1	0
310	1	1	0
311	1	1	0
312	0	1	1
313	1	1	0
314	1	1	0
315	1	1	0
316	1	1	0
317	1	1	0
318	1	1	0
319	0	1	1
320	1	1	0
321	0	1	1
322	1	1	0
323	1	1	0
324	1	1	0
325	0	1	1
326	1	1	0
327	1	1	0
328	1	1	0
329	0	1	1
330	1	1	0
reset targets 7
331	0	1	1
332	0	1	1
333	0	1	1
334	0	1	1
335	0	1	1
336	0	1	1
337	0	1	1
338	0	1	1
339	0	1	1
340	0	1	1
341	0	1	1
342	0	1	1
343	0	1	1
344	0	1	1
345	0	1	1
346	0	1	1
347	0	1	1
348	0	1	1
349	0	1	1
350	0	1	1
351	0	1	1
352	0	1	1
353	0	1	1
354	0	1	1
355	0	1	1
356	0	1	1
357	0	1	1
358	0	1	1
359	0	1	1
360	0	1	1
361	0	0	0
362	0	0	0
363	0	0	0
364	0	0	0
365	0	0	0
366	0	0	0
367	0	0	0
368	0	0	0
369	0	0	0
370	0	0	0
371	0	0	0
372	0	0	0
373	0	0	0
374	0	0	0
375	0	0	0
376	0	0	0
377	0	0	0
378	0	0	0
379	0	0	0
380	0	0	0
381	0	0	0
382	0	0	0
383	0	0	0
384	0	0	0
385	0	0	0
386	0	0	0
387	0	0	0
388	0	0	0
389	0	0	0
390	0	0	0
391	0	0	0
392	0	0	0
393	0	0	0
394	0	0	0
395	0	0	0
396	0	0	0
397	0	0	0
398	0	0	0
399	0	0	0
400	0	0	0
401	0	0	0
402	0	0	0
403	0	0	0
404	0	0	0
405	0	0	0
406	0	0	0
407	0	0	0
408	0	0	0
409	0	0	0
410	0	0	0
